
**********************************************
Contact: Natoms = 1.00000000000e+04, as = 1.000000e+02 * a0, G = 1.085900e+03, G * par = 2.171801e+03
Regular DDI: add = 6.700000e+01 * a0, GD = 1.736905e+02, GD * par = 3.473811e+02, edd = 6.700000e-01
     Dipolar cutoff Scut = 8.416910e+00,

QF = 1: h2 = 1.792281e+03,         q5 = 1.707112e+00

Trap parameters:
GAMMA = 1.000000e+00, NU = 1.000000e+00, LAMBDA = 4.361370e-02
Space discretization: NX = 128, NY = 128, NZ = 128
                      DX = 1.3151422150218750e-01, DY = 1.3151422150218750e-01, DZ = 2.2918125546406252e+00, mx = 1.00e+01, my = 1.00e+01, mz = 1.00e+01
      Unit of length: aho = 6.123800e-07 m

Time discretization: NITER = 1000000 (NSNAP = 1000000)
                     DT = 3.459198e-03, mt = 5.00e+00

file ./imag3d-finalpsi.bin
MUREL = 1.000000e-10, MUEND=1.000000e+03

-----------------------------------------------------------------------------------------------
Snap      mu           Kin             Pot            Contact            DDI            QF
-----------------------------------------------------------------------------------------------
2851      2.0476993641790870e+00 3.5604543140307826e-01 9.4299952439118351e-01 1.9713753872886732e+00 -1.2227209789038478e+00 7.8458361472691862e-02
2852      2.0477091605025857e+00 3.5606442830073320e-01 9.4296770391867557e-01 1.9714431485886768e+00 -1.2227661203054998e+00 7.8462207596469880e-02
2853      2.0477186399457139e+00 3.5608347347345126e-01 9.4293629546068114e-01 1.9715085709994673e+00 -1.2228096999878859e+00 7.8465882468028006e-02
2854      2.0477278016982248e+00 3.5610256209770919e-01 9.4290530508170534e-01 1.9715716484066279e+00 -1.2228517138878177e+00 7.8469385765748106e-02
2855      2.0477366451212733e+00 3.5612168916815029e-01 9.4287473876371264e-01 1.9716323760108001e+00 -1.2228921588213899e+00 7.8472717278844084e-02
2856      2.0477451697472171e+00 3.5614084949850000e-01 9.4284460240490686e-01 1.9716907503279888e+00 -1.2229310324841787e+00 7.8475876907348210e-02
2857      2.0477533752794099e+00 3.5616003772280902e-01 9.4281490181863814e-01 1.9717467691884720e+00 -1.2229683334505093e+00 7.8478864661970682e-02
2858      2.0477612615916581e+00 3.5617924829697467e-01 9.4278564273224885e-01 1.9718004317340954e+00 -1.2230040611716606e+00 7.8481680663825423e-02
2859      2.0477688287275280e+00 3.5619847550054817e-01 9.4275683078599792e-01 1.9718517384140213e+00 -1.2230382159730393e+00 7.8484325144021039e-02
2860      2.0477760768994333e+00 3.5621771343886055e-01 9.4272847153195749e-01 1.9719006909788928e+00 -1.2230707990502774e+00 7.8486798443117789e-02
2861      2.0477830064875251e+00 3.5623695604542394e-01 9.4270057043293953e-01 1.9719472924734038e+00 -1.2231018124642421e+00 7.8489101010448328e-02
2862      2.0477896180384216e+00 3.5625619708466744e-01 9.4267313286148824e-01 1.9719915472273397e+00 -1.2231312591350740e+00 7.8491233403308755e-02
2863      2.0477959122636160e+00 3.5627543015494040e-01 9.4264616409881608e-01 1.9720334608448817e+00 -1.2231591428350219e+00 7.8493196286007913e-02
2864      2.0478018900378165e+00 3.5629464869184602e-01 9.4261966933382113e-01 1.9720730401924891e+00 -1.2231854681803396e+00 7.8494990428792669e-02
2865      2.0478075523969519e+00 3.5631384597185728e-01 9.4259365366209280e-01 1.9721102933850321e+00 -1.2232102406220302e+00 7.8496616706632896e-02
2866      2.0478129005361256e+00 3.5633301511623600e-01 9.4256812208495389e-01 1.9721452297705711e+00 -1.2232334664356355e+00 7.8498076097884562e-02
2867      2.0478179358072475e+00 3.5635214909523821e-01 9.4254307950851512e-01 1.9721778599134092e+00 -1.2232551527099149e+00 7.8499369682822562e-02
2868      2.0478226597165308e+00 3.5637124073260396e-01 9.4251853074275194e-01 1.9722081955757542e+00 -1.2232753073345792e+00 7.8500498642048805e-02
2869      2.0478270739217930e+00 3.5639028271033268e-01 9.4249448050060702e-01 1.9722362496979020e+00 -1.2232939389870490e+00 7.8501464254783326e-02
2870      2.0478311802295979e+00 3.5640926757371671e-01 9.4247093339709265e-01 1.9722620363769710e+00 -1.2233110571181824e+00 7.8502267897035904e-02
2871      2.0478349805921976e+00 3.5642818773664559e-01 9.4244789394845063e-01 1.9722855708443023e+00 -1.2233266719372007e+00 7.8502911039667098e-02
2872      2.0478384771042841e+00 3.5644703548714218e-01 9.4242536657130382e-01 1.9723068694414851e+00 -1.2233407943956467e+00 7.8503395246341673e-02
2873      2.0478416719996986e+00 3.5646580299316183e-01 9.4240335558184518e-01 1.9723259495952219e+00 -1.2233534361705305e+00 7.8503722171380075e-02
2874      2.0478445676478256e+00 3.5648448230859164e-01 9.4238186519503053e-01 1.9723428297908785e+00 -1.2233646096466748e+00 7.8503893557511764e-02
2875      2.0478471665499853e+00 3.5650306537947607e-01 9.4236089952381430e-01 1.9723575295450020e+00 -1.2233743278983071e+00 7.8503911233538476e-02
2876      2.0478494713356126e+00 3.5652154405043579e-01 9.4234046257838955e-01 1.9723700693767006e+00 -1.2233826046699132e+00 7.8503777111911491e-02
2877      2.0478514847583593e+00 3.5653991007127384e-01 9.4232055826546546e-01 1.9723804707780943e+00 -1.2233894543564741e+00 7.8503493186227458e-02
2878      2.0478532096920912e+00 3.5655815510375227e-01 9.4230119038755211e-01 1.9723887561838462e+00 -1.2233948919830595e+00 7.8503061528653176e-02
2879      2.0478546491266703e+00 3.5657627072851156e-01 9.4228236264226739e-01 1.9723949489397257e+00 -1.2233989331838346e+00 7.8502484287278462e-02
2880      2.0478558061638181e+00 3.5659424845214577e-01 9.4226407862168360e-01 1.9723990732705825e+00 -1.2234015941805936e+00 7.8501763683408846e-02
2881      2.0478566840127748e+00 3.5661207971440612e-01 9.4224634181166855e-01 1.9724011542474873e+00 -1.2234028917607871e+00 7.8500902008802040e-02
2882      2.0478572859859088e+00 3.5662975589549112e-01 9.4222915559127940e-01 1.9724012177542791e+00 -1.2234028432551409e+00 7.8499901622850379e-02
2883      2.0478576154942738e+00 3.5664726832346338e-01 9.4221252323215465e-01 1.9723992904535639e+00 -1.2234014665149080e+00 7.8498764949721800e-02
2884      2.0478576760430878e+00 3.5666460828173174e-01 9.4219644789792900e-01 1.9723953997522070e+00 -1.2233987798887798e+00 7.8497494475455662e-02
2885      2.0478574712272111e+00 3.5668176701660925e-01 9.4218093264369640e-01 1.9723895737664208e+00 -1.2233948021995156e+00 7.8496092745027668e-02
2886      2.0478570047265015e+00 3.5669873574492461e-01 9.4216598041545585e-01 1.9723818412864433e+00 -1.2233895527203222e+00 7.8494562359380654e-02
2887      2.0478562803012084e+00 3.5671550566167587e-01 9.4215159404960591e-01 1.9723722317410155e+00 -1.2233830511510890e+00 7.8492905972431790e-02
2888      2.0478553017873482e+00 3.5673206794772261e-01 9.4213777627247286e-01 1.9723607751615388e+00 -1.2233753175943860e+00 7.8491126288059265e-02
2889      2.0478540730919841e+00 3.5674841377748440e-01 9.4212452969981020e-01 1.9723475021461156e+00 -1.2233663725314261e+00 7.8489226057070635e-02
2890      2.0478525981885860e+00 3.5676453432665461e-01 9.4211185683637610e-01 1.9723324438234582e+00 -1.2233562367979030e+00 7.8487208074158890e-02
2891      2.0478508811123577e+00 3.5678042077990563e-01 9.4209976007550911e-01 1.9723156318167621e+00 -1.2233449315598190e+00 7.8485075174852009e-02
2892      2.0478489259555506e+00 3.5679606433858013e-01 9.4208824169872463e-01 1.9722970982075778e+00 -1.2233324782893318e+00 7.8482830232456890e-02
2893      2.0478467368628408e+00 3.5681145622834981e-01 9.4207730387532418e-01 1.9722768754997408e+00 -1.2233188987405741e+00 7.8480476155002657e-02
2894      2.0478443180266588e+00 3.5682658770683884e-01 9.4206694866205665e-01 1.9722549965833918e+00 -1.2233042149256284e+00 7.8478015882186530e-02
2895      2.0478416736825893e+00 3.5684145007120233e-01 9.4205717800276245e-01 1.9722314946992039e+00 -1.2232884490905793e+00 7.8475452382328448e-02
2896      2.0478388081048657e+00 3.5685603466564747e-01 9.4204799372809489e-01 1.9722064034028179e+00 -1.2232716236916943e+00 7.8472788649334005e-02
2897      2.0478357256017552e+00 3.5687033288887310e-01 9.4203939755518729e-01 1.9721797565294867e+00 -1.2232537613717920e+00 7.8470027699670458e-02
2898      2.0478324305111442e+00 3.5688433620145532e-01 9.4203139108741052e-01 1.9721515881591005e+00 -1.2232348849368220e+00 7.8467172569359617e-02
2899      2.0478289271960644e+00 3.5689803613312421e-01 9.4202397581412212e-01 1.9721219325814960e+00 -1.2232150173326781e+00 7.8464226310990204e-02
2900      2.0478252200403766e+00 3.5691142428996897e-01 9.4201715311044210e-01 1.9720908242622617e+00 -1.2231941816222962e+00 7.8461191990752882e-02
2901      2.0478213134444085e+00 3.5692449236151386e-01 9.4201092423703603e-01 1.9720582978088341e+00 -1.2231724009629756e+00 7.8458072685496968e-02
2902      2.0478172118208011e+00 3.5693723212771505e-01 9.4200529033996694e-01 1.9720243879372574e+00 -1.2231496985841384e+00 7.8454871479821109e-02
2903      2.0478129195902541e+00 3.5694963546581016e-01 9.4200025245048968e-01 1.9719891294392580e+00 -1.2231260977653036e+00 7.8451591463185366e-02
2904      2.0478084411775228e+00 3.5696169435706310e-01 9.4199581148495837e-01 1.9719525571500485e+00 -1.2231016218145472e+00 7.8448235727063845e-02
2905      2.0478037810074046e+00 3.5697340089336854e-01 9.4199196824469300e-01 1.9719147059166191e+00 -1.2230762940472759e+00 7.8444807362125973e-02
2906      2.0477989435008013e+00 3.5698474728372137e-01 9.4198872341586959e-01 1.9718756105666397e+00 -1.2230501377654297e+00 7.8441309455456826e-02
2907      2.0477939330709365e+00 3.5699572586054085e-01 9.4198607756947672e-01 1.9718353058780564e+00 -1.2230231762371377e+00 7.8437745087815439e-02
2908      2.0477887541196487e+00 3.5700632908585034e-01 9.4198403116125362e-01 1.9717938265493400e+00 -1.2229954326767956e+00 7.8434117330934611e-02
2909      2.0477834110337003e+00 3.5701654955730017e-01 9.4198258453165085e-01 1.9717512071703884e+00 -1.2229669302256392e+00 7.8430429244860378e-02
2910      2.0477779081813394e+00 3.5702638001403270e-01 9.4198173790585316e-01 1.9717074821941989e+00 -1.2229376919327453e+00 7.8426683875337633e-02
2911      2.0477722499088049e+00 3.5703581334238632e-01 9.4198149139374976e-01 1.9716626859092357e+00 -1.2229077407365667e+00 7.8422884251238459e-02
2912      2.0477664405370550e+00 3.5704484258144253e-01 9.4198184499000825e-01 1.9716168524125552e+00 -1.2228770994469511e+00 7.8419033382039968e-02
2913      2.0477604843585455e+00 3.5705346092839363e-01 9.4198279857412415e-01 1.9715700155836873e+00 -1.2228457907276598e+00 7.8415134255346575e-02
2914      2.0477543856341103e+00 3.5706166174374976e-01 9.4198435191049057e-01 1.9715222090592914e+00 -1.2228138370794215e+00 7.8411189834463255e-02
2915      2.0477481485899744e+00 3.5706943855637502e-01 9.4198650464850686e-01 1.9714734662085742e+00 -1.2227812608234814e+00 7.8407203056017782e-02
2916      2.0477417774148536e+00 3.5707678506833918e-01 9.4198925632268460e-01 1.9714238201094831e+00 -1.2227480840856531e+00 7.8403176827633134e-02
2917      2.0477352762571868e+00 3.5708369515962063e-01 9.4199260635282289e-01 1.9713733035257439e+00 -1.2227143287810009e+00 7.8399114025655414e-02
2918      2.0477286492224107e+00 3.5709016289260209e-01 9.4199655404412852e-01 1.9713219488845397e+00 -1.2226800165988598e+00 7.8395017492926836e-02
2919      2.0477219003704574e+00 3.5709618251643122e-01 9.4200109858744741e-01 1.9712697882551700e+00 -1.2226451689885911e+00 7.8390890036621919e-02
2920      2.0477150337132235e+00 3.5710174847117493e-01 9.4200623905942349e-01 1.9712168533283050e+00 -1.2226098071456801e+00 7.8386734426129034e-02
2921      2.0477080532122458e+00 3.5710685539181963e-01 9.4201197442277051e-01 1.9711631753961072e+00 -1.2225739519984515e+00 7.8382553390991275e-02
2922      2.0477009627763931e+00 3.5711149811209020e-01 9.4201830352648463e-01 1.9711087853330669e+00 -1.2225376241952486e+00 7.8378349618901513e-02
2923      2.0476937662597510e+00 3.5711567166811226e-01 9.4202522510612974e-01 1.9710537135776693e+00 -1.2225008440921603e+00 7.8374125753754742e-02
2924      2.0476864674595303e+00 3.5711937130188848e-01 9.4203273778411778e-01 1.9709979901147028e+00 -1.2224636317411783e+00 7.8369884393754474e-02
2925      2.0476790701141070e+00 3.5712259246462064e-01 9.4204084007002420e-01 1.9709416444583914e+00 -1.2224260068789292e+00 7.8365628089579684e-02
2926      2.0476715779011334e+00 3.5712533081985914e-01 9.4204953036092343e-01 1.9708847056361636e+00 -1.2223879889158129e+00 7.8361359342606046e-02
2927      2.0476639944357626e+00 3.5712758224649083e-01 9.4205880694171951e-01 1.9708272021732143e+00 -1.2223495969256621e+00 7.8357080603188814e-02
2928      2.0476563232689640e+00 3.5712934284157333e-01 9.4206866798552635e-01 1.9707691620777110e+00 -1.2223108496358466e+00 7.8352794269001727e-02
2929      2.0476485678858971e+00 3.5713060892299681e-01 9.4207911155406898e-01 1.9707106128266771e+00 -1.2222717654178457e+00 7.8348502683438154e-02
2930      2.0476407317043988e+00 3.5713137703200126e-01 9.4209013559808286e-01 1.9706515813525671e+00 -1.2222323622782527e+00 7.8344208134069532e-02
2931      2.0476328180735348e+00 3.5713164393553049e-01 9.4210173795773078e-01 1.9705920940304780e+00 -1.2221926578502047e+00 7.8339912851165219e-02
2932      2.0476248302722446e+00 3.5713140662844545e-01 9.4211391636307973e-01 1.9705321766660151e+00 -1.2221526693852953e+00 7.8335619006274573e-02
2933      2.0476167715080296e+00 3.5713066233556989e-01 9.4212666843454207e-01 1.9704718544837432e+00 -1.2221124137458252e+00 7.8331328710868578e-02
2934      2.0476086449157780e+00 3.5712940851361141e-01 9.4213999168339557e-01 1.9704111521162999e+00 -1.2220719073975290e+00 7.8327044015044756e-02
2935      2.0476004535566199e+00 3.5712764285291992e-01 9.4215388351227014e-01 1.9703500935940952e+00 -1.2220311664026651e+00 7.8322766906294305e-02
2936      2.0475922004167968e+00 3.5712536327910904e-01 9.4216834121567006e-01 1.9702887023355127e+00 -1.2219902064134951e+00 7.8318499308330999e-02
2937      2.0475838884067548e+00 3.5712256795453429e-01 9.4218336198054065e-01 1.9702270011378447e+00 -1.2219490426661650e+00 7.8314243079986232e-02
2938      2.0475755203601276e+00 3.5711925527964478e-01 9.4219894288681805e-01 1.9701650121686189e+00 -1.2219076899749541e+00 7.8310000014165285e-02
2939      2.0475670990328934e+00 3.5711542389417017e-01 9.4221508090802453e-01 1.9701027569575673e+00 -1.2218661627268688e+00 7.8305771836869209e-02
2940      2.0475586271025703e+00 3.5711107267820857e-01 9.4223177291186166e-01 1.9700402563891595e+00 -1.2218244748766591e+00 7.8301560206283705e-02
2941      2.0475501071674480e+00 3.5710620075314686e-01 9.4224901566083619e-01 1.9699775306955569e+00 -1.2217826399420919e+00 7.8297366711929384e-02
2942      2.0475415417459000e+00 3.5710080748247058e-01 9.4226680581290334e-01 1.9699145994501928e+00 -1.2217406709996670e+00 7.8293192873881715e-02
2943      2.0475329332757637e+00 3.5709489247243226e-01 9.4228513992212437e-01 1.9698514815618484e+00 -1.2216985806806417e+00 7.8289040142056801e-02
2944      2.0475242841137273e+00 3.5708845557258906e-01 9.4230401443933820e-01 1.9697881952691889e+00 -1.2216563811673893e+00 7.8284909895562790e-02
2945      2.0475155965348546e+00 3.5708149687621882e-01 9.4232342571285743e-01 1.9697247581358639e+00 -1.2216140841900858e+00 7.8280803442120558e-02
2946      2.0475068727320802e+00 3.5707401672059713e-01 9.4234336998919532e-01 1.9696611870460645e+00 -1.2215717010237765e+00 7.8276722017552230e-02
2947      2.0474981148158005e+00 3.5706601568714719e-01 9.4236384341376300e-01 1.9695974982006401e+00 -1.2215292424857500e+00 7.8272666785337633e-02
2948      2.0474893248135428e+00 3.5705749460147018e-01 9.4238484203166306e-01 1.9695337071136336e+00 -1.2214867189332241e+00 7.8268638836241453e-02
2949      2.0474805046696147e+00 3.5704845453324063e-01 9.4240636178841308e-01 1.9694698286093639e+00 -1.2214441402614031e+00 7.8264639188008578e-02
2950      2.0474716562448916e+00 3.5703889679596790e-01 9.4242839853074756e-01 1.9694058768200522e+00 -1.2214015159018761e+00 7.8260668785131604e-02
2951      2.0474627813166277e+00 3.5702882294663607e-01 9.4245094800742735e-01 1.9693418651838472e+00 -1.2213588548212830e+00 7.8256728498686479e-02
2952      2.0474538815782619e+00 3.5701823478521466e-01 9.4247400587002894e-01 1.9692778064434278e+00 -1.2213161655204092e+00 7.8252819126242323e-02
2953      2.0474449586394039e+00 3.5700713435404013e-01 9.4249756767380877e-01 1.9692137126450970e+00 -1.2212734560335419e+00 7.8248941391840007e-02
2954      2.0474360140257031e+00 3.5699552393705725e-01 9.4252162887852320e-01 1.9691495951383546e+00 -1.2212307339282322e+00 7.8245095946044091e-02
2955      2.0474270491789821e+00 3.5698340605893925e-01 9.4254618484932229e-01 1.9690854645760707e+00 -1.2211880063053500e+00 7.8241283366067824e-02
2956      2.0474180654572813e+00 3.5697078348407918e-01 9.4257123085762862e-01 1.9690213309151157e+00 -1.2211452797995423e+00 7.8237504155969848e-02
2957      2.0474090641349374e+00 3.5695765921543088e-01 9.4259676208201748e-01 1.9689572034174803e+00 -1.2211025605799914e+00 7.8233758746922177e-02
2958      2.0474000464028839e+00 3.5694403649323408e-01 9.4262277360914770e-01 1.9688930906520685e+00 -1.2210598543515663e+00 7.8230047497553842e-02
2959      2.0473910133688427e+00 3.5692991879359076e-01 9.4264926043469277e-01 1.9688290004968942e+00 -1.2210171663563354e+00 7.8226370694365222e-02
2960      2.0473819660576540e+00 3.5691530982692055e-01 9.4267621746429120e-01 1.9687649401418970e+00 -1.2209745013754545e+00 7.8222728552217832e-02
2961      2.0473729054116774e+00 3.5690021353625512e-01 9.4270363951448788e-01 1.9687009160923110e+00 -1.2209318637313766e+00 7.8219121214893286e-02
2962      2.0473638322912540e+00 3.5688463409542531e-01 9.4273152131375104e-01 1.9686369341726120e+00 -1.2208892572905343e+00 7.8215548755729600e-02
2963      2.0473547474751634e+00 3.5686857590707594e-01 9.4275985750342395e-01 1.9685729995309611e+00 -1.2208466854662974e+00 7.8212011178325783e-02
2964      2.0473456516612649e+00 3.5685204360057154e-01 9.4278864263876583e-01 1.9685091166443305e+00 -1.2208041512224028e+00 7.8208508417320285e-02
2965      2.0473365454670884e+00 3.5683504202973021e-01 9.4281787118995708e-01 1.9684452893241384e+00 -1.2207616570767372e+00 7.8205040339241236e-02
2966      2.0473274294305939e+00 3.5681757627045485e-01 9.4284753754313622e-01 1.9683815207225197e+00 -1.2207192051055169e+00 7.8201606743427174e-02
2967      2.0473183040109517e+00 3.5679965161817356e-01 9.4287763600148788e-01 1.9683178133391623e+00 -1.2206767969478722e+00 7.8198207363017608e-02
2968      2.0473091695893162e+00 3.5678127358517964e-01 9.4290816078623763e-01 1.9682541690287361e+00 -1.2206344338108368e+00 7.8194841866012652e-02
2969      2.0473000264698937e+00 3.5676244789781264e-01 9.4293910603782272e-01 1.9681905890090012e+00 -1.2205921164747429e+00 7.8191509856402538e-02
2970      2.0472908748808107e+00 3.5674318049349246e-01 9.4297046581691302e-01 1.9681270738694114e+00 -1.2205498452990062e+00 7.8188210875363026e-02
2971      2.0472817149752629e+00 3.5672347751761724e-01 9.4300223410557182e-01 1.9680636235804176e+00 -1.2205076202283440e+00 7.8184944402515902e-02
2972      2.0472725468326125e+00 3.5670334532031839e-01 9.4303440480834966e-01 1.9680002375033341e+00 -1.2204654407993896e+00 7.8181709857256393e-02
2973      2.0472633704596483e+00 3.5668279045307266e-01 9.4306697175343734e-01 1.9679369144008330e+00 -1.2204233061476946e+00 7.8178506600141265e-02
2974      2.0472541857918096e+00 3.5666181966517696e-01 9.4309992869379877e-01 1.9678736524480311e+00 -1.2203812150151974e+00 7.8175333934341285e-02
2975      2.0472449926946599e+00 3.5664043990007888e-01 9.4313326930836583e-01 1.9678104492442290e+00 -1.2203391657580136e+00 7.8172191107150027e-02
2976      2.0472357909652232e+00 3.5661865829158040e-01 9.4316698720318959e-01 1.9677473018251828e+00 -1.2202971563547294e+00 7.8169077311553467e-02
